Label_Lexi,Region_Lexi,Label_Delin,Net_Delin,Label_Yeo,ROI_Yeo,R,A,S,Label_ggseg,region_ggseg,ROI_Data,,,,,Label_Lab
349,Schaefer2018_17Networks_RH_ContB_PFCmp_1,14,ContB,350,17Networks_RH_ContB_PFCmp_1,4,28,48,rh_17Networks_RH_ContB_PFCmp_1,ContB_PFCmp_1,X17Networks_RH_ContB_PFCmp_1,,,,350,Schaefer2018_17Networks_RH_ContB_PFCmp_1
350,Schaefer2018_17Networks_RH_ContC_pCun_1,14,ContC,351,17Networks_RH_ContC_pCun_1,16,-64,28,rh_17Networks_RH_ContC_pCun_1,ContC_pCun_1,X17Networks_RH_ContC_pCun_1,,,,351,Schaefer2018_17Networks_RH_ContC_pCun_1
351,Schaefer2018_17Networks_RH_ContC_pCun_2,14,ContC,352,17Networks_RH_ContC_pCun_2,14,-72,40,rh_17Networks_RH_ContC_pCun_2,ContC_pCun_2,X17Networks_RH_ContC_pCun_2,,,,352,Schaefer2018_17Networks_RH_ContC_pCun_2
352,Schaefer2018_17Networks_RH_ContC_pCun_3,14,ContC,353,17Networks_RH_ContC_pCun_3,6,-64,44,rh_17Networks_RH_ContC_pCun_3,ContC_pCun_3,X17Networks_RH_ContC_pCun_3,,,,353,Schaefer2018_17Networks_RH_ContC_pCun_3
353,Schaefer2018_17Networks_RH_ContC_pCun_4,14,ContC,354,17Networks_RH_ContC_pCun_4,8,-50,44,rh_17Networks_RH_ContC_pCun_4,ContC_pCun_4,X17Networks_RH_ContC_pCun_4,,,,354,Schaefer2018_17Networks_RH_ContC_pCun_4
354,Schaefer2018_17Networks_RH_ContC_pCun_5,14,ContC,355,17Networks_RH_ContC_pCun_5,8,-72,52,rh_17Networks_RH_ContC_pCun_5,ContC_pCun_5,X17Networks_RH_ContC_pCun_5,,,,355,Schaefer2018_17Networks_RH_ContC_pCun_5
355,Schaefer2018_17Networks_RH_ContC_Cingp_1,14,ContC,356,17Networks_RH_ContC_Cingp_1,8,-44,20,rh_17Networks_RH_ContC_Cingp_1,ContC_Cingp_1,X17Networks_RH_ContC_Cingp_1,,,,356,Schaefer2018_17Networks_RH_ContC_Cingp_1
356,Schaefer2018_17Networks_RH_ContC_Cingp_2,14,ContC,357,17Networks_RH_ContC_Cingp_2,6,-28,28,rh_17Networks_RH_ContC_Cingp_2,ContC_Cingp_2,X17Networks_RH_ContC_Cingp_2,,,,357,Schaefer2018_17Networks_RH_ContC_Cingp_2
357,Schaefer2018_17Networks_RH_DefaultA_Temp_1,14,DefaultA,358,17Networks_RH_DefaultA_Temp_1,60,-8,-24,rh_17Networks_RH_DefaultA_Temp_1,DefaultA_Temp_1,X17Networks_RH_DefaultA_Temp_1,,,,358,Schaefer2018_17Networks_RH_DefaultA_Temp_1
358,Schaefer2018_17Networks_RH_DefaultA_IPL_1,14,DefaultA,359,17Networks_RH_DefaultA_IPL_1,54,-54,26,rh_17Networks_RH_DefaultA_IPL_1,DefaultA_IPL_1,X17Networks_RH_DefaultA_IPL_1,,,,359,Schaefer2018_17Networks_RH_DefaultA_IPL_1
359,Schaefer2018_17Networks_RH_DefaultA_IPL_2,14,DefaultA,360,17Networks_RH_DefaultA_IPL_2,48,-64,42,rh_17Networks_RH_DefaultA_IPL_2,DefaultA_IPL_2,X17Networks_RH_DefaultA_IPL_2,,,,360,Schaefer2018_17Networks_RH_DefaultA_IPL_2
360,Schaefer2018_17Networks_RH_DefaultA_PFCd_1,14,DefaultA,361,17Networks_RH_DefaultA_PFCd_1,26,34,38,rh_17Networks_RH_DefaultA_PFCd_1,DefaultA_PFCd_1,X17Networks_RH_DefaultA_PFCd_1,,,,361,Schaefer2018_17Networks_RH_DefaultA_PFCd_1
361,Schaefer2018_17Networks_RH_DefaultA_PFCd_2,14,DefaultA,362,17Networks_RH_DefaultA_PFCd_2,24,26,50,rh_17Networks_RH_DefaultA_PFCd_2,DefaultA_PFCd_2,X17Networks_RH_DefaultA_PFCd_2,,,,362,Schaefer2018_17Networks_RH_DefaultA_PFCd_2
362,Schaefer2018_17Networks_RH_DefaultA_PCC_1,14,DefaultA,363,17Networks_RH_DefaultA_pCunPCC_1,6,-52,24,rh_17Networks_RH_DefaultA_pCunPCC_1,DefaultA_pCunPCC_1,X17Networks_RH_DefaultA_pCunPCC_1,,,,363,Schaefer2018_17Networks_RH_DefaultA_PCC_1
363,Schaefer2018_17Networks_RH_DefaultA_PCC_2,14,DefaultA,364,17Networks_RH_DefaultA_pCunPCC_2,4,-64,32,rh_17Networks_RH_DefaultA_pCunPCC_2,DefaultA_pCunPCC_2,X17Networks_RH_DefaultA_pCunPCC_2,,,,364,Schaefer2018_17Networks_RH_DefaultA_PCC_2
364,Schaefer2018_17Networks_RH_DefaultA_PCC_3,14,DefaultA,365,17Networks_RH_DefaultA_pCunPCC_3,6,-38,34,rh_17Networks_RH_DefaultA_pCunPCC_3,DefaultA_pCunPCC_3,X17Networks_RH_DefaultA_pCunPCC_3,,,,365,Schaefer2018_17Networks_RH_DefaultA_PCC_3
365,Schaefer2018_17Networks_RH_DefaultA_PCC_4,14,DefaultA,366,17Networks_RH_DefaultA_pCunPCC_4,4,-20,36,rh_17Networks_RH_DefaultA_pCunPCC_4,DefaultA_pCunPCC_4,X17Networks_RH_DefaultA_pCunPCC_4,,,,366,Schaefer2018_17Networks_RH_DefaultA_PCC_4
366,Schaefer2018_17Networks_RH_DefaultA_PCC_5,15,DefaultA,367,17Networks_RH_DefaultA_pCunPCC_5,10,-52,36,rh_17Networks_RH_DefaultA_pCunPCC_5,DefaultA_pCunPCC_5,X17Networks_RH_DefaultA_pCunPCC_5,,,,367,Schaefer2018_17Networks_RH_DefaultA_PCC_5
367,Schaefer2018_17Networks_RH_DefaultA_PFCm_1,15,DefaultA,368,17Networks_RH_DefaultA_PFCm_1,6,42,-10,rh_17Networks_RH_DefaultA_PFCm_1,DefaultA_PFCm_1,X17Networks_RH_DefaultA_PFCm_1,,,,368,Schaefer2018_17Networks_RH_DefaultA_PFCm_1
368,Schaefer2018_17Networks_RH_DefaultA_PFCm_2,15,DefaultA,369,17Networks_RH_DefaultA_PFCm_2,10,66,0,rh_17Networks_RH_DefaultA_PFCm_2,DefaultA_PFCm_2,X17Networks_RH_DefaultA_PFCm_2,,,,369,Schaefer2018_17Networks_RH_DefaultA_PFCm_2
369,Schaefer2018_17Networks_RH_DefaultA_PFCm_3,15,DefaultA,370,17Networks_RH_DefaultA_PFCm_3,8,42,4,rh_17Networks_RH_DefaultA_PFCm_3,DefaultA_PFCm_3,X17Networks_RH_DefaultA_PFCm_3,,,,370,Schaefer2018_17Networks_RH_DefaultA_PFCm_3
370,Schaefer2018_17Networks_RH_DefaultA_PFCm_4,15,DefaultA,371,17Networks_RH_DefaultA_PFCm_4,8,54,12,rh_17Networks_RH_DefaultA_PFCm_4,DefaultA_PFCm_4,X17Networks_RH_DefaultA_PFCm_4,,,,371,Schaefer2018_17Networks_RH_DefaultA_PFCm_4
371,Schaefer2018_17Networks_RH_DefaultA_PFCm_5,15,DefaultA,372,17Networks_RH_DefaultA_PFCm_5,18,64,16,rh_17Networks_RH_DefaultA_PFCm_5,DefaultA_PFCm_5,X17Networks_RH_DefaultA_PFCm_5,,,,372,Schaefer2018_17Networks_RH_DefaultA_PFCm_5
372,Schaefer2018_17Networks_RH_DefaultA_PFCm_6,15,DefaultA,373,17Networks_RH_DefaultA_PFCm_6,6,26,18,rh_17Networks_RH_DefaultA_PFCm_6,DefaultA_PFCm_6,X17Networks_RH_DefaultA_PFCm_6,,,,373,Schaefer2018_17Networks_RH_DefaultA_PFCm_6
373,Schaefer2018_17Networks_RH_DefaultB_Temp_1,15,DefaultB,374,17Networks_RH_DefaultB_Temp_1,64,-24,-8,rh_17Networks_RH_DefaultB_Temp_1,DefaultB_Temp_1,X17Networks_RH_DefaultB_Temp_1,,,,374,Schaefer2018_17Networks_RH_DefaultB_Temp_1
374,Schaefer2018_17Networks_RH_DefaultB_Temp_2,15,DefaultB,375,17Networks_RH_DefaultB_Temp_2,64,-38,0,rh_17Networks_RH_DefaultB_Temp_2,DefaultB_Temp_2,X17Networks_RH_DefaultB_Temp_2,,,,375,Schaefer2018_17Networks_RH_DefaultB_Temp_2
375,Schaefer2018_17Networks_RH_DefaultB_AntTemp_1,15,DefaultB,376,17Networks_RH_DefaultB_AntTemp_1,50,8,-32,rh_17Networks_RH_DefaultB_AntTemp_1,DefaultB_AntTemp_1,X17Networks_RH_DefaultB_AntTemp_1,,,,376,Schaefer2018_17Networks_RH_DefaultB_AntTemp_1
376,Schaefer2018_17Networks_RH_DefaultB_PFCd_1,15,DefaultB,377,17Networks_RH_DefaultB_PFCd_1,6,58,30,rh_17Networks_RH_DefaultB_PFCd_1,DefaultB_PFCd_1,X17Networks_RH_DefaultB_PFCd_1,,,,377,Schaefer2018_17Networks_RH_DefaultB_PFCd_1
377,Schaefer2018_17Networks_RH_DefaultB_PFCd_2,15,DefaultB,378,17Networks_RH_DefaultB_PFCd_2,16,52,36,rh_17Networks_RH_DefaultB_PFCd_2,DefaultB_PFCd_2,X17Networks_RH_DefaultB_PFCd_2,,,,378,Schaefer2018_17Networks_RH_DefaultB_PFCd_2
378,Schaefer2018_17Networks_RH_DefaultB_PFCd_3,15,DefaultB,379,17Networks_RH_DefaultB_PFCd_3,4,44,40,rh_17Networks_RH_DefaultB_PFCd_3,DefaultB_PFCd_3,X17Networks_RH_DefaultB_PFCd_3,,,,379,Schaefer2018_17Networks_RH_DefaultB_PFCd_3
379,Schaefer2018_17Networks_RH_DefaultB_PFCd_4,15,DefaultB,380,17Networks_RH_DefaultB_PFCd_4,14,38,52,rh_17Networks_RH_DefaultB_PFCd_4,DefaultB_PFCd_4,X17Networks_RH_DefaultB_PFCd_4,,,,380,Schaefer2018_17Networks_RH_DefaultB_PFCd_4
380,Schaefer2018_17Networks_RH_DefaultB_PFCd_5,15,DefaultB,381,17Networks_RH_DefaultB_PFCd_5,12,20,62,rh_17Networks_RH_DefaultB_PFCd_5,DefaultB_PFCd_5,X17Networks_RH_DefaultB_PFCd_5,,,,381,Schaefer2018_17Networks_RH_DefaultB_PFCd_5
381,Schaefer2018_17Networks_RH_DefaultB_PFCv_1,15,DefaultB,382,17Networks_RH_DefaultB_PFCv_1,34,22,-18,rh_17Networks_RH_DefaultB_PFCv_1,DefaultB_PFCv_1,X17Networks_RH_DefaultB_PFCv_1,,,,382,Schaefer2018_17Networks_RH_DefaultB_PFCv_1
382,Schaefer2018_17Networks_RH_DefaultB_PFCv_2,15,DefaultB,383,17Networks_RH_DefaultB_PFCv_2,48,32,-8,rh_17Networks_RH_DefaultB_PFCv_2,DefaultB_PFCv_2,X17Networks_RH_DefaultB_PFCv_2,,,,383,Schaefer2018_17Networks_RH_DefaultB_PFCv_2
383,Schaefer2018_17Networks_RH_DefaultB_PFCv_3,15,DefaultB,384,17Networks_RH_DefaultB_PFCv_3,54,24,6,rh_17Networks_RH_DefaultB_PFCv_3,DefaultB_PFCv_3,X17Networks_RH_DefaultB_PFCv_3,,,,384,Schaefer2018_17Networks_RH_DefaultB_PFCv_3
384,Schaefer2018_17Networks_RH_DefaultC_IPL_1,15,DefaultC,385,17Networks_RH_DefaultC_IPL_1,48,-64,22,rh_17Networks_RH_DefaultC_IPL_1,DefaultC_IPL_1,X17Networks_RH_DefaultC_IPL_1,,,,385,Schaefer2018_17Networks_RH_DefaultC_IPL_1
385,Schaefer2018_17Networks_RH_DefaultC_IPL_2,15,DefaultC,386,17Networks_RH_DefaultC_IPL_2,46,-76,30,rh_17Networks_RH_DefaultC_IPL_2,DefaultC_IPL_2,X17Networks_RH_DefaultC_IPL_2,,,,386,Schaefer2018_17Networks_RH_DefaultC_IPL_2
386,Schaefer2018_17Networks_RH_DefaultC_Rsp_1,15,DefaultC,387,17Networks_RH_DefaultC_Rsp_1,14,-46,4,rh_17Networks_RH_DefaultC_Rsp_1,DefaultC_Rsp_1,X17Networks_RH_DefaultC_Rsp_1,,,,387,Schaefer2018_17Networks_RH_DefaultC_Rsp_1
387,Schaefer2018_17Networks_RH_DefaultC_Rsp_2,16,DefaultC,388,17Networks_RH_DefaultC_Rsp_2,12,-56,16,rh_17Networks_RH_DefaultC_Rsp_2,DefaultC_Rsp_2,X17Networks_RH_DefaultC_Rsp_2,,,,388,Schaefer2018_17Networks_RH_DefaultC_Rsp_2
388,Schaefer2018_17Networks_RH_DefaultC_PHC_1,16,DefaultC,389,17Networks_RH_DefaultC_PHC_1,22,-18,-28,rh_17Networks_RH_DefaultC_PHC_1,DefaultC_PHC_1,X17Networks_RH_DefaultC_PHC_1,,,,389,Schaefer2018_17Networks_RH_DefaultC_PHC_1
389,Schaefer2018_17Networks_RH_DefaultC_PHC_2,16,DefaultC,390,17Networks_RH_DefaultC_PHC_2,30,-30,-18,rh_17Networks_RH_DefaultC_PHC_2,DefaultC_PHC_2,X17Networks_RH_DefaultC_PHC_2,,,,390,Schaefer2018_17Networks_RH_DefaultC_PHC_2
390,Schaefer2018_17Networks_RH_TempPar_1,16,TempPar,391,17Networks_RH_TempPar_1,48,16,-20,rh_17Networks_RH_TempPar_1,TempPar_1,X17Networks_RH_TempPar_1,,,,391,Schaefer2018_17Networks_RH_TempPar_1
391,Schaefer2018_17Networks_RH_TempPar_2,16,TempPar,392,17Networks_RH_TempPar_2,54,-4,-14,rh_17Networks_RH_TempPar_2,TempPar_2,X17Networks_RH_TempPar_2,,,,392,Schaefer2018_17Networks_RH_TempPar_2
392,Schaefer2018_17Networks_RH_TempPar_3,16,TempPar,393,17Networks_RH_TempPar_3,48,-20,-8,rh_17Networks_RH_TempPar_3,TempPar_3,X17Networks_RH_TempPar_3,,,,393,Schaefer2018_17Networks_RH_TempPar_3
393,Schaefer2018_17Networks_RH_TempPar_4,16,TempPar,394,17Networks_RH_TempPar_4,62,-18,0,rh_17Networks_RH_TempPar_4,TempPar_4,X17Networks_RH_TempPar_4,,,,394,Schaefer2018_17Networks_RH_TempPar_4
394,Schaefer2018_17Networks_RH_TempPar_5,17,TempPar,395,17Networks_RH_TempPar_5,50,-34,2,rh_17Networks_RH_TempPar_5,TempPar_5,X17Networks_RH_TempPar_5,,,,395,Schaefer2018_17Networks_RH_TempPar_5
395,Schaefer2018_17Networks_RH_TempPar_6,17,TempPar,396,17Networks_RH_TempPar_6,60,-46,6,rh_17Networks_RH_TempPar_6,TempPar_6,X17Networks_RH_TempPar_6,,,,396,Schaefer2018_17Networks_RH_TempPar_6
396,Schaefer2018_17Networks_RH_TempPar_7,17,TempPar,397,17Networks_RH_TempPar_7,52,-40,12,rh_17Networks_RH_TempPar_7,TempPar_7,X17Networks_RH_TempPar_7,,,,397,Schaefer2018_17Networks_RH_TempPar_7
397,Schaefer2018_17Networks_RH_TempPar_8,17,TempPar,398,17Networks_RH_TempPar_8,64,-34,10,rh_17Networks_RH_TempPar_8,TempPar_8,X17Networks_RH_TempPar_8,,,,398,Schaefer2018_17Networks_RH_TempPar_8
398,Schaefer2018_17Networks_RH_TempPar_9,17,TempPar,399,17Networks_RH_TempPar_9,54,-46,20,rh_17Networks_RH_TempPar_9,TempPar_9,X17Networks_RH_TempPar_9,,,,399,Schaefer2018_17Networks_RH_TempPar_9
399,Schaefer2018_17Networks_RH_TempPar_10,17,TempPar,400,17Networks_RH_TempPar_10,62,-40,22,rh_17Networks_RH_TempPar_10,TempPar_10,X17Networks_RH_TempPar_10,,,,400,Schaefer2018_17Networks_RH_TempPar_10
400,FreeSurfer_Left-Thalamus,18,Thalamus,401,FreeSurfer_Left-Thalamus,,,,Left-Thalamus-Proper,thalamusproper,FreeSurfer_Left.Thalamus,,,,401,FreeSurfer_Left-Thalamus
401,FreeSurfer_Left-Caudate,18,Sub,402,FreeSurfer_Left-Caudate,,,,Left-Caudate,caudate,FreeSurfer_Left.Caudate,,,,402,FreeSurfer_Left-Caudate
402,FreeSurfer_Left-Putamen,18,Sub,403,FreeSurfer_Left-Putamen,,,,Left-Putamen,putamen,FreeSurfer_Left.Putamen,,,,403,FreeSurfer_Left-Putamen
403,FreeSurfer_Left-Pallidum,18,Sub,404,FreeSurfer_Left-Pallidum,,,,Left-Pallidum,pallidum,FreeSurfer_Left.Pallidum,,,,404,FreeSurfer_Left-Pallidum
404,FreeSurfer_Brain-Stem,18,Sub,405,FreeSurfer_Brain-Stem,,,,Brain-Stem,brainstem,FreeSurfer_Brain.Stem,,,,405,FreeSurfer_Brain-Stem
405,FreeSurfer_Left-Hippocampus,18,Hippocampus,406,FreeSurfer_Left-Hippocampus,,,,Left-Hippocampus,hippocampus,FreeSurfer_Left.Hippocampus,,,,406,FreeSurfer_Left-Hippocampus
406,FreeSurfer_Left-Amygdala,18,Amygdala,407,FreeSurfer_Left-Amygdala,,,,Left-Amygdala,amygdala,FreeSurfer_Left.Amygdala,,,,407,FreeSurfer_Left-Amygdala
407,FreeSurfer_Left-Accumbens-area,18,NAcc,408,FreeSurfer_Left-Accumbens-area,,,,Left_Accumbens_Missing,,FreeSurfer_Left.Accumbens.area,,,,408,FreeSurfer_Left-Accumbens-area
408,FreeSurfer_Left-VentralDC,18,Sub,409,FreeSurfer_Left-VentralDC,,,,Left-VentralDC,ventralDC,FreeSurfer_Left.VentralDC,,,,409,FreeSurfer_Left-VentralDC
409,FreeSurfer_Right-Thalamus,18,Thalamus,410,FreeSurfer_Right-Thalamus,,,,Right-Thalamus-Proper,thalamusproper,FreeSurfer_Right.Thalamus,,,,410,FreeSurfer_Right-Thalamus
410,FreeSurfer_Right-Caudate,18,Sub,411,FreeSurfer_Right-Caudate,,,,Right-Caudate,caudate,FreeSurfer_Right.Caudate,,,,411,FreeSurfer_Right-Caudate
411,FreeSurfer_Right-Putamen,18,Sub,412,FreeSurfer_Right-Putamen,,,,Right-Putamen,putamen,FreeSurfer_Right.Putamen,,,,412,FreeSurfer_Right-Putamen
412,FreeSurfer_Right-Pallidum,18,Sub,413,FreeSurfer_Right-Pallidum,,,,Right-Pallidum,pallidum,FreeSurfer_Right.Pallidum,,,,413,FreeSurfer_Right-Pallidum
413,FreeSurfer_Right-Hippocampus,18,Hippocampus,414,FreeSurfer_Right-Hippocampus,,,,Right-Hippocampus,hippocampus,FreeSurfer_Right.Hippocampus,,,,414,FreeSurfer_Right-Hippocampus
414,FreeSurfer_Right-Amygdala,18,Amygdala,415,FreeSurfer_Right-Amygdala,,,,Right-Amygdala,amygdala,FreeSurfer_Right.Amygdala,,,,415,FreeSurfer_Right-Amygdala
415,FreeSurfer_Right-Accumbens-area,18,NAcc,416,FreeSurfer_Right-Accumbens-area,,,,Right_Accumbens_Missing,,FreeSurfer_Right.Accumbens.area,,,,416,FreeSurfer_Right-Accumbens-area
416,FreeSurfer_Right-VentralDC,18,Sub,417,FreeSurfer_Right-VentralDC,,,,Right-VentralDC,ventralDC,FreeSurfer_Right.VentralDC,,,,417,FreeSurfer_Right-VentralDC
417,Buckner2011_17Networks_1,19,17Networks,418,Buckner2011_17Networks_1,,,,Buckner2011_17Networks_1_missing,,,,,,418,Buckner2011_17Networks_1
418,Buckner2011_17Networks_2,19,17Networks,419,Buckner2011_17Networks_2,,,,Buckner2011_17Networks_2_missing,,,,,,419,Buckner2011_17Networks_2
419,Buckner2011_17Networks_3,19,17Networks,420,Buckner2011_17Networks_3,,,,Buckner2011_17Networks_3_missing,,,,,,420,Buckner2011_17Networks_3
420,Buckner2011_17Networks_4,19,17Networks,421,Buckner2011_17Networks_4,,,,Buckner2011_17Networks_4_missing,,,,,,421,Buckner2011_17Networks_4
421,Buckner2011_17Networks_5,19,17Networks,422,Buckner2011_17Networks_5,,,,Buckner2011_17Networks_5_missing,,,,,,422,Buckner2011_17Networks_5
422,Buckner2011_17Networks_6,19,17Networks,423,Buckner2011_17Networks_6,,,,Buckner2011_17Networks_6_missing,,,,,,423,Buckner2011_17Networks_6
423,Buckner2011_17Networks_7,19,17Networks,424,Buckner2011_17Networks_7,,,,Buckner2011_17Networks_7_missing,,,,,,424,Buckner2011_17Networks_7
424,Buckner2011_17Networks_8,19,17Networks,425,Buckner2011_17Networks_8,,,,Buckner2011_17Networks_8_missing,,,,,,425,Buckner2011_17Networks_8
425,Buckner2011_17Networks_9,19,17Networks,426,Buckner2011_17Networks_9,,,,Buckner2011_17Networks_9_missing,,,,,,426,Buckner2011_17Networks_9
426,Buckner2011_17Networks_10,19,17Networks,427,Buckner2011_17Networks_10,,,,Buckner2011_17Networks_10_missing,,,,,,427,Buckner2011_17Networks_10
427,Buckner2011_17Networks_11,19,17Networks,428,Buckner2011_17Networks_11,,,,Buckner2011_17Networks_11_missing,,,,,,428,Buckner2011_17Networks_11
428,Buckner2011_17Networks_12,19,17Networks,429,Buckner2011_17Networks_12,,,,Buckner2011_17Networks_12_missing,,,,,,429,Buckner2011_17Networks_12
429,Buckner2011_17Networks_13,19,17Networks,430,Buckner2011_17Networks_13,,,,Buckner2011_17Networks_13_missing,,,,,,430,Buckner2011_17Networks_13
430,Buckner2011_17Networks_14,19,17Networks,431,Buckner2011_17Networks_14,,,,Buckner2011_17Networks_14_missing,,,,,,431,Buckner2011_17Networks_14
431,Buckner2011_17Networks_15,19,17Networks,432,Buckner2011_17Networks_15,,,,Buckner2011_17Networks_15_missing,,,,,,432,Buckner2011_17Networks_15
432,Buckner2011_17Networks_16,19,17Networks,433,Buckner2011_17Networks_16,,,,Buckner2011_17Networks_16_missing,,,,,,433,Buckner2011_17Networks_16
433,Buckner2011_17Networks_17,19,17Networks,434,Buckner2011_17Networks_17,,,,Buckner2011_17Networks_17_missing,,,,,,434,Buckner2011_17Networks_17